# space PC R/W bits address value region; hex values. ROM reads omitted unless --trace-all
A 000440 W16 a00002 0106 palette_registers
A 00043e W16 a00000 0179 palette_registers
A 000440 W16 a00002 198a palette_registers
A 00043e W16 a00000 0178 palette_registers
A 000440 W16 a00002 2a0e palette_registers
A 00043e W16 a00000 0177 palette_registers
A 000440 W16 a00002 3250 palette_registers
A 00043e W16 a00000 0176 palette_registers
A 000440 W16 a00002 5100 palette_registers
A 00043e W16 a00000 0175 palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0174 palette_registers
A 000440 W16 a00002 6180 palette_registers
A 00043e W16 a00000 0173 palette_registers
A 000440 W16 a00002 69c0 palette_registers
A 00043e W16 a00000 0172 palette_registers
A 000440 W16 a00002 7200 palette_registers
A 00043e W16 a00000 0171 palette_registers
A 000440 W16 a00002 7a40 palette_registers
A 00043e W16 a00000 0170 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 016f palette_registers
A 000440 W16 a00002 2104 palette_registers
A 00043e W16 a00000 016e palette_registers
A 000440 W16 a00002 3900 palette_registers
A 00043e W16 a00000 016d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 016c palette_registers
A 000440 W16 a00002 39c8 palette_registers
A 00043e W16 a00000 016b palette_registers
A 000440 W16 a00002 528e palette_registers
A 00043e W16 a00000 016a palette_registers
A 000440 W16 a00002 6312 palette_registers
A 00043e W16 a00000 0169 palette_registers
A 000440 W16 a00002 10c8 palette_registers
A 00043e W16 a00000 0168 palette_registers
A 000440 W16 a00002 29d0 palette_registers
A 00043e W16 a00000 0167 palette_registers
A 000440 W16 a00002 4254 palette_registers
A 00043e W16 a00000 0166 palette_registers
A 000440 W16 a00002 52d8 palette_registers
A 00043e W16 a00000 0165 palette_registers
A 000440 W16 a00002 2108 palette_registers
A 00043e W16 a00000 0164 palette_registers
A 000440 W16 a00002 4210 palette_registers
A 00043e W16 a00000 0163 palette_registers
A 000440 W16 a00002 5ad6 palette_registers
A 00043e W16 a00000 0162 palette_registers
A 000440 W16 a00002 6b5a palette_registers
A 00043e W16 a00000 0161 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0160 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 015f palette_registers
A 000440 W16 a00002 3214 palette_registers
A 00043e W16 a00000 015e palette_registers
A 000440 W16 a00002 3a56 palette_registers
A 00043e W16 a00000 015d palette_registers
A 000440 W16 a00002 5296 palette_registers
A 00043e W16 a00000 015c palette_registers
A 000440 W16 a00002 4a54 palette_registers
A 00043e W16 a00000 015b palette_registers
A 000440 W16 a00002 4212 palette_registers
A 00043e W16 a00000 015a palette_registers
A 000440 W16 a00002 39d0 palette_registers
A 00043e W16 a00000 0159 palette_registers
A 000440 W16 a00002 318e palette_registers
A 00043e W16 a00000 0158 palette_registers
A 000440 W16 a00002 0088 palette_registers
A 00043e W16 a00000 0157 palette_registers
A 000440 W16 a00002 10ca palette_registers
A 00043e W16 a00000 0156 palette_registers
A 000440 W16 a00002 190c palette_registers
A 00043e W16 a00000 0155 palette_registers
A 000440 W16 a00002 2950 palette_registers
A 00043e W16 a00000 0154 palette_registers
A 000440 W16 a00002 3192 palette_registers
A 00043e W16 a00000 0153 palette_registers
A 000440 W16 a00002 31d4 palette_registers
A 00043e W16 a00000 0152 palette_registers
A 000440 W16 a00002 3a16 palette_registers
A 00043e W16 a00000 0151 palette_registers
A 000440 W16 a00002 4258 palette_registers
A 00043e W16 a00000 0150 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 014f palette_registers
A 000440 W16 a00002 31c8 palette_registers
A 00043e W16 a00000 014e palette_registers
A 000440 W16 a00002 3a0a palette_registers
A 00043e W16 a00000 014d palette_registers
A 000440 W16 a00002 3a4e palette_registers
A 00043e W16 a00000 014c palette_registers
A 000440 W16 a00002 2a0e palette_registers
A 00043e W16 a00000 014b palette_registers
A 000440 W16 a00002 3250 palette_registers
A 00043e W16 a00000 014a palette_registers
A 000440 W16 a00002 29ce palette_registers
A 00043e W16 a00000 0149 palette_registers
A 000440 W16 a00002 3210 palette_registers
A 00043e W16 a00000 0148 palette_registers
A 000440 W16 a00002 3252 palette_registers
A 00043e W16 a00000 0147 palette_registers
A 000440 W16 a00002 3a94 palette_registers
A 00043e W16 a00000 0146 palette_registers
A 000440 W16 a00002 21ca palette_registers
A 00043e W16 a00000 0145 palette_registers
A 000440 W16 a00002 220c palette_registers
A 00043e W16 a00000 0144 palette_registers
A 000440 W16 a00002 224e palette_registers
A 00043e W16 a00000 0143 palette_registers
A 000440 W16 a00002 2290 palette_registers
A 00043e W16 a00000 0142 palette_registers
A 000440 W16 a00002 12d2 palette_registers
A 00043e W16 a00000 0141 palette_registers
A 000440 W16 a00002 12d4 palette_registers
A 00043e W16 a00000 0140 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 013f palette_registers
A 000440 W16 a00002 3188 palette_registers
A 00043e W16 a00000 013e palette_registers
A 000440 W16 a00002 39cc palette_registers
A 00043e W16 a00000 013d palette_registers
A 000440 W16 a00002 1148 palette_registers
A 00043e W16 a00000 013c palette_registers
A 000440 W16 a00002 118a palette_registers
A 00043e W16 a00000 013b palette_registers
A 000440 W16 a00002 2146 palette_registers
A 00043e W16 a00000 013a palette_registers
A 000440 W16 a00002 2988 palette_registers
A 00043e W16 a00000 0139 palette_registers
A 000440 W16 a00002 31ca palette_registers
A 00043e W16 a00000 0138 palette_registers
A 000440 W16 a00002 1946 palette_registers
A 00043e W16 a00000 0137 palette_registers
A 000440 W16 a00002 2188 palette_registers
A 00043e W16 a00000 0136 palette_registers
A 000440 W16 a00002 29ca palette_registers
A 00043e W16 a00000 0135 palette_registers
A 000440 W16 a00002 320c palette_registers
A 00043e W16 a00000 0134 palette_registers
A 000440 W16 a00002 324c palette_registers
A 00043e W16 a00000 0133 palette_registers
A 000440 W16 a00002 4290 palette_registers
A 00043e W16 a00000 0132 palette_registers
A 000440 W16 a00002 2a08 palette_registers
A 00043e W16 a00000 0131 palette_registers
A 000440 W16 a00002 324a palette_registers
A 00043e W16 a00000 0130 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 012f palette_registers
A 000440 W16 a00002 7b9c palette_registers
A 00043e W16 a00000 012e palette_registers
A 000440 W16 a00002 7b5a palette_registers
A 00043e W16 a00000 012d palette_registers
A 000440 W16 a00002 7358 palette_registers
A 00043e W16 a00000 012c palette_registers
A 000440 W16 a00002 6b16 palette_registers
A 00043e W16 a00000 012b palette_registers
A 000440 W16 a00002 62d4 palette_registers
A 00043e W16 a00000 012a palette_registers
A 000440 W16 a00002 5a50 palette_registers
A 00043e W16 a00000 0129 palette_registers
A 000440 W16 a00002 7312 palette_registers
A 00043e W16 a00000 0128 palette_registers
A 000440 W16 a00002 7b52 palette_registers
A 00043e W16 a00000 0127 palette_registers
A 000440 W16 a00002 7b50 palette_registers
A 00043e W16 a00000 0126 palette_registers
A 000440 W16 a00002 7b0e palette_registers
A 00043e W16 a00000 0125 palette_registers
A 000440 W16 a00002 7acc palette_registers
A 00043e W16 a00000 0124 palette_registers
A 000440 W16 a00002 7a8a palette_registers
A 00043e W16 a00000 0123 palette_registers
A 000440 W16 a00002 7a44 palette_registers
A 00043e W16 a00000 0122 palette_registers
A 000440 W16 a00002 7a00 palette_registers
A 00043e W16 a00000 0121 palette_registers
A 000440 W16 a00002 71c0 palette_registers
A 00043e W16 a00000 0120 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 011f palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 011e palette_registers
A 000440 W16 a00002 7b9c palette_registers
A 00043e W16 a00000 011d palette_registers
A 000440 W16 a00002 7358 palette_registers
A 00043e W16 a00000 011c palette_registers
A 000440 W16 a00002 7314 palette_registers
A 00043e W16 a00000 011b palette_registers
A 000440 W16 a00002 6ad2 palette_registers
A 00043e W16 a00000 011a palette_registers
A 000440 W16 a00002 6a90 palette_registers
A 00043e W16 a00000 0119 palette_registers
A 000440 W16 a00002 624e palette_registers
A 00043e W16 a00000 0118 palette_registers
A 000440 W16 a00002 5a0c palette_registers
A 00043e W16 a00000 0117 palette_registers
A 000440 W16 a00002 7b0a palette_registers
A 00043e W16 a00000 0116 palette_registers
A 000440 W16 a00002 7a8a palette_registers
A 00043e W16 a00000 0115 palette_registers
A 000440 W16 a00002 7a46 palette_registers
A 00043e W16 a00000 0114 palette_registers
A 000440 W16 a00002 7a00 palette_registers
A 00043e W16 a00000 0113 palette_registers
A 000440 W16 a00002 79c0 palette_registers
A 00043e W16 a00000 0112 palette_registers
A 000440 W16 a00002 79c0 palette_registers
A 00043e W16 a00000 0111 palette_registers
A 000440 W16 a00002 71c0 palette_registers
A 00043e W16 a00000 0110 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 010f palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 010e palette_registers
A 000440 W16 a00002 7bdc palette_registers
A 00043e W16 a00000 010d palette_registers
A 000440 W16 a00002 739a palette_registers
A 00043e W16 a00000 010c palette_registers
A 000440 W16 a00002 7358 palette_registers
A 00043e W16 a00000 010b palette_registers
A 000440 W16 a00002 7314 palette_registers
A 00043e W16 a00000 010a palette_registers
A 000440 W16 a00002 7ad2 palette_registers
A 00043e W16 a00000 0109 palette_registers
A 000440 W16 a00002 728c palette_registers
A 00043e W16 a00000 0108 palette_registers
A 000440 W16 a00002 7b52 palette_registers
A 00043e W16 a00000 0107 palette_registers
A 000440 W16 a00002 7b50 palette_registers
A 00043e W16 a00000 0106 palette_registers
A 000440 W16 a00002 7b0e palette_registers
A 00043e W16 a00000 0105 palette_registers
A 000440 W16 a00002 7acc palette_registers
A 00043e W16 a00000 0104 palette_registers
A 000440 W16 a00002 7a8a palette_registers
A 00043e W16 a00000 0103 palette_registers
A 000440 W16 a00002 7a48 palette_registers
A 00043e W16 a00000 0102 palette_registers
A 000440 W16 a00002 7a04 palette_registers
A 00043e W16 a00000 0101 palette_registers
A 000440 W16 a00002 71c0 palette_registers
A 00043e W16 a00000 0100 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ff palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00fe palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00fd palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00fc palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00fb palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00fa palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f9 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f8 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f7 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f6 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f5 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f4 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f3 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 00f2 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00f1 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00f0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ef palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ee palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ed palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ec palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00eb palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ea palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e9 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e8 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e7 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e6 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e5 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e4 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e3 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 00e2 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e1 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00e0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00df palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00de palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00dd palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00dc palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00db palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00da palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d9 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d8 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d7 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d6 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d5 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d4 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00d3 palette_registers
A 000440 W16 a00002 02de palette_registers
A 00043e W16 a00000 00d2 palette_registers
A 000440 W16 a00002 02de palette_registers
A 00043e W16 a00000 00d1 palette_registers
A 000440 W16 a00002 02de palette_registers
A 00043e W16 a00000 00d0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00cf palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ce palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00cd palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00cc palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00cb palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ca palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c9 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c8 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c7 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c6 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c5 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c4 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c3 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 00c2 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00c1 palette_registers
A 000440 W16 a00002 001a palette_registers
A 00043e W16 a00000 00c0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00bf palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00be palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00bd palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00bc palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00bb palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00ba palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b9 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b8 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b7 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b6 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b5 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b4 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b3 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b2 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b1 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 00b0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00af palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ae palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ad palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ac palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00ab palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00aa palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a9 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a8 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a7 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a6 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a5 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a4 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a3 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 00a2 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 00a1 palette_registers
A 000440 W16 a00002 6800 palette_registers
A 00043e W16 a00000 00a0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 009a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0099 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0098 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0097 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0096 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0095 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0094 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0093 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0092 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0091 palette_registers
A 000440 W16 a00002 6b5a palette_registers
A 00043e W16 a00000 0090 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 008a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0089 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0088 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0087 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0086 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0085 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0084 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0083 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0082 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0081 palette_registers
A 000440 W16 a00002 7800 palette_registers
A 00043e W16 a00000 0080 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 007a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0079 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0078 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0077 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0076 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0075 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0074 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0073 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0072 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0071 palette_registers
A 000440 W16 a00002 781e palette_registers
A 00043e W16 a00000 0070 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 006a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0069 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0068 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0067 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0066 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0065 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0064 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0063 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0062 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0061 palette_registers
A 000440 W16 a00002 03c0 palette_registers
A 00043e W16 a00000 0060 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 005a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0059 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0058 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0057 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0056 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0055 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0054 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0053 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0052 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0051 palette_registers
A 000440 W16 a00002 7bc0 palette_registers
A 00043e W16 a00000 0050 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 004a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0049 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0048 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0047 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0046 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0045 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0044 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0043 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0042 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0041 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0040 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 003a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0039 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0038 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0037 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0036 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0035 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0034 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0033 palette_registers
A 000440 W16 a00002 001e palette_registers
A 00043e W16 a00000 0032 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0031 palette_registers
A 000440 W16 a00002 03de palette_registers
A 00043e W16 a00000 0030 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 002f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 002e palette_registers
A 000440 W16 a00002 0000 palette_registers
